generation,member,obj_1,obj_2,obj_1_sd,obj_2_sd,obj_1_sd_syn,obj_2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
150,gen=893_member=14286_pso,-219.668,26.4096,0.687677,0.0640135,2.3117,0.705198,1,1.0,0,0.0847774,0.0847774,1,-999
150,gen=893_member=14294_pso,-220.38,26.6643,0.742273,0.0692486,2.3117,0.705198,1,1.0,0,0.0803407,0.0803407,1,-999
150,gen=896_member=14574_pso,-180.494,23.5071,0.610934,0.0583189,2.3117,0.705198,1,1.0,0,0.0698634,0.0698634,1,-999
150,gen=852_member=10176_pso,-173.72,23.0182,0.593613,0.057617,2.3117,0.705198,1,1.0,0,0.0668122,0.0668122,1,-999
150,gen=544_member=9362_pso,-80.2543,4.85976,0.001,0.001,2.3117,0.705198,1,1.0,0,0.0725683,0.0725683,1,-999
150,gen=897_member=14670_pso,-173.675,23.2049,0.725897,0.0671952,2.3117,0.705198,1,0.444444,1,0.0666652,0.0666652,1,-999
150,gen=897_member=14676_pso,-127.944,19.468,0.653468,0.0635599,2.3117,0.705198,1,0.444444,1,0.0849741,0.0849741,1,-999
150,gen=897_member=14682_pso,-147.708,21.0392,0.622015,0.0610874,2.3117,0.705198,1,0.444444,1,0.0838278,0.0838278,1,-999
150,gen=898_member=14787_pso,-142.791,20.658,0.45746,0.050427,2.3117,0.705198,1,0.444444,1,0.0816531,0.0816531,1,-999
150,gen=898_member=14799_pso,-162.213,22.2169,0.62438,0.0614871,2.3117,0.705198,1,0.444444,1,0.0889705,0.0889705,1,-999
150,gen=896_member=14586_pso,-168.211,22.6312,0.609357,0.0593993,2.3117,0.705198,1,0.444444,1,0.0724472,0.0724472,1,-999
150,gen=893_member=14253_pso,-199.006,24.8829,0.601484,0.0594284,2.3117,0.705198,1,0.444444,1,0.0773797,0.0773797,1,-999
150,gen=893_member=14237_pso,-120.395,18.7408,0.744324,0.0816002,2.3117,0.705198,1,0.444444,1,0.0644315,0.0644315,1,-999
150,gen=889_member=13812_pso,-231.002,27.2865,0.725491,0.0657507,2.3117,0.705198,1,0.444444,1,0.0808673,0.0808673,1,-999
150,gen=894_member=14376_pso,-133.028,19.9177,0.601205,0.0614367,2.3117,0.705198,1,0.444444,1,0.0847989,0.0847989,1,-999
150,gen=892_member=14105_pso,-52.7723,4.18442,0.323589,0.0301272,2.3117,0.705198,1,0.444444,1,0.0365596,0.0365596,1,-999
150,gen=891_member=14008_pso,-106.016,5.70461,0.3222,0.0257568,2.3117,0.705198,1,0.444444,1,0.0455487,0.0455487,1,-999
150,gen=898_member=14754_pso,-138.141,20.3064,0.612348,0.0606537,2.3117,0.705198,1,0.444444,1,0.0844204,0.0844204,1,-999
150,gen=899_member=14873_pso,-215.444,26.2126,0.728363,0.0666006,2.3117,0.705198,1,0.444444,1,0.0843707,0.0843707,1,-999
150,gen=899_member=14893_pso,-225.273,26.874,0.614743,0.0616961,2.3117,0.705198,1,0.444444,1,0.0843707,0.0843707,1,-999
150,gen=894_member=14358_pso,-212.936,25.9685,0.545495,0.0617657,2.3117,0.705198,1,0.444444,1,0.0817964,0.0817964,1,-999
150,gen=883_member=13268_pso,-157.609,21.7878,0.60998,0.0590944,2.3117,0.705198,1,0.444444,1,0.0838278,0.0838278,1,-999
150,gen=897_member=14656_pso,-202.743,25.1611,0.639851,0.0618904,2.3117,0.705198,1,0.444444,1,0.0832556,0.0832556,1,-999
150,gen=900_member=14973_pso,-233.019,27.3615,0.750726,0.066606,2.3117,0.705198,1,0.444444,1,0.0956941,0.0956941,1,-999
150,gen=896_member=14576_pso,-210.776,25.7694,0.481523,0.0551817,2.3117,0.705198,1,0.444444,1,0.0858398,0.0858398,1,-999
150,gen=840_member=8986_pso,-249.252,56.8744,30.3802,2.5053,30.3802,2.5053,1,0.444444,1,0.0286081,0.0286081,1,-999
150,gen=875_member=12489_pso,-186.653,23.9609,0.656201,0.0662753,2.3117,0.705198,1,0.444444,1,0.0695065,0.0695065,1,-999
150,gen=896_member=14538_pso,-179.987,23.4339,0.583636,0.0581585,2.3117,0.705198,1,0.444444,1,0.0685593,0.0685593,1,-999
150,gen=873_member=12203_pso,-80.2912,4.94923,0.342564,0.0306944,2.3117,0.705198,1,0.444444,1,0.0723284,0.0723284,1,-999
150,gen=888_member=13777_pso,-204.723,25.5079,0.783577,0.0693275,2.3117,0.705198,1,0.444444,1,0.0840991,0.0840991,1,-999
150,gen=870_member=11975_pso,-241.045,27.9436,0.728499,0.0666863,2.3117,0.705198,1,0.444444,1,0.0647514,0.0647514,1,-999
150,gen=887_member=13693_pso,-154.18,21.5927,0.62499,0.0606288,2.3117,0.705198,1,0.444444,1,0.0801511,0.0801511,1,-999
150,gen=870_member=11956_pso,-86.0693,5.16118,0.317272,0.0292419,2.3117,0.705198,1,0.444444,1,0.0528364,0.0528364,1,-999
150,gen=863_member=11268_pso,-236.646,27.7126,0.755577,0.0672365,2.3117,0.705198,1,0.444444,1,0.0828025,0.0828025,1,-999
150,gen=886_member=13589_pso,-187.127,24.1071,0.660075,0.0617721,2.3117,0.705198,1,0.444444,1,0.0719189,0.0719189,1,-999
150,gen=544_member=9315_pso,-69.1531,4.66793,0.001,0.001,2.3117,0.705198,1,0.444444,1,0.0543741,0.0543741,1,-999
150,gen=895_member=14419_pso,-127.06,19.3041,0.60707,0.0599348,2.3117,0.705198,1,0.444444,1,0.0789814,0.0789814,1,-999
150,gen=896_member=14534_pso,-255.526,71.7939,36.6717,2.96926,36.6717,2.96926,1,0.444444,1,0.0235522,0.0235522,1,-999
150,gen=895_member=14477_pso,-160.156,21.9251,0.567541,0.0570972,2.3117,0.705198,1,0.444444,1,0.0841442,0.0841442,1,-999
150,gen=269_member=11843_pso,-46.9067,4.03108,0.001,0.001,2.3117,0.705198,1,0.444444,1,0.0301009,0.0301009,1,-999
150,gen=895_member=14435_pso,-197.664,24.8205,0.63158,0.0593719,2.3117,0.705198,1,0.444444,1,0.0796093,0.0796093,1,-999
150,gen=894_member=14381_pso,-153.082,21.5038,0.622594,0.0610033,2.3117,0.705198,1,0.444444,1,0.0811285,0.0811285,1,-999
150,gen=579_member=12833_pso,-89.8006,5.25528,0.001,0.001,2.3117,0.705198,1,0.444444,1,0.0548691,0.0548691,1,-999
150,gen=887_member=13655_pso,-152.998,21.5425,0.663943,0.0624795,2.3117,0.705198,1,0.111111,2,0.0816531,0.0816531,1,-999
150,gen=877_member=12667_pso,-192.758,24.4359,0.608467,0.0590166,2.3117,0.705198,1,0.111111,2,0.0713553,0.0713553,1,-999
150,gen=872_member=12177_pso,-119.849,18.6242,0.450573,0.0509425,2.3117,0.705198,1,0.111111,2,0.0655345,0.0655345,1,-999
150,gen=895_member=14499_pso,-145.351,20.7168,0.419811,0.048395,2.3117,0.705198,1,0.111111,2,0.0919556,0.0919556,1,-999
150,gen=895_member=14490_pso,-238.098,27.7364,0.69594,0.0645877,2.3117,0.705198,1,0.111111,2,0.0739199,0.0739199,1,-999
150,gen=861_member=11088_pso,-78.1204,4.65918,0.314294,0.027809,2.3117,0.705198,1,0.111111,2,0.062951,0.062951,1,-999
150,gen=893_member=14285_pso,-194.868,24.6794,0.714736,0.0653688,2.3117,0.705198,1,0.111111,2,0.0840991,0.0840991,1,-999
150,gen=894_member=14320_pso,-142.436,20.6275,0.463669,0.0506838,2.3117,0.705198,1,0.111111,2,0.0793401,0.0793401,1,-999
150,gen=885_member=13402_pso,-164.633,22.2653,0.43875,0.0512744,2.3117,0.705198,1,0.111111,2,0.0801511,0.0801511,1,-999
150,gen=899_member=14876_pso,-195.39,24.7789,0.748574,0.0674859,2.3117,0.705198,1,0.111111,2,0.0880152,0.0880152,1,-999
150,gen=891_member=14010_pso,-219.16,26.4638,0.702386,0.0651945,2.3117,0.705198,1,0.111111,2,0.0885457,0.0885457,1,-999
150,gen=900_member=14996_pso,-207.133,25.6432,0.754485,0.0676081,2.3117,0.705198,1,0.111111,2,0.0726,0.0726,1,-999
150,gen=900_member=14953_pso,-209.893,25.7668,0.630176,0.0616588,2.3117,0.705198,1,0.111111,2,0.0798327,0.0798327,1,-999
150,gen=899_member=14899_pso,-131.448,19.6808,0.540688,0.0621357,2.3117,0.705198,1,0.111111,2,0.0767546,0.0767546,1,-999
150,gen=899_member=14894_pso,-255.58,70.5563,37.6287,3.02957,37.6287,3.02957,1,0.111111,2,0.0231987,0.0231987,1,-999
150,gen=899_member=14889_pso,-245.899,50.6783,22.0979,2.51609,22.0979,2.51609,1,0.111111,2,0.0377781,0.0377781,1,-999
150,gen=898_member=14760_pso,-230.808,27.2986,0.728923,0.0660824,2.3117,0.705198,1,0.111111,2,0.0803407,0.0803407,1,-999
150,gen=898_member=14756_pso,-224.581,26.9066,0.732251,0.0677174,2.3117,0.705198,1,0.111111,2,0.0895744,0.0895744,1,-999
150,gen=898_member=14755_pso,-167.426,22.653,0.760987,0.0736541,2.3117,0.705198,1,0.111111,2,0.0685593,0.0685593,1,-999
150,gen=897_member=14698_pso,-170.004,22.7515,0.437662,0.0478927,2.3117,0.705198,1,0.111111,2,0.0798864,0.0798864,1,-999
150,gen=896_member=14593_pso,-126.952,19.4206,0.613535,0.0613908,2.3117,0.705198,1,0.111111,2,0.0783666,0.0783666,1,-999
149,gen=896_member=14596_pso,-203.93,25.4668,0.795391,0.0701445,2.3117,0.705198,1,0.444444,1,0.0756366,0.0756366,1,-999
149,gen=893_member=14272_pso,-141.094,20.4149,0.612185,0.058508,2.3117,0.705198,1,0.444444,1,0.0856604,0.0856604,1,-999
149,gen=897_member=14616_pso,-178.765,23.3845,0.617088,0.0608189,2.3117,0.705198,1,0.111111,2,0.0748312,0.0748312,1,-999
149,gen=897_member=14692_pso,-228.993,27.0879,0.707869,0.0642259,2.3117,0.705198,1,0.111111,2,0.0843691,0.0843691,1,-999
149,gen=886_member=13573_pso,-160.44,22.1741,0.685242,0.0665473,2.3117,0.705198,1,0.111111,2,0.102197,0.102197,1,-999
149,gen=880_member=12953_pso,-152.347,21.3521,0.603066,0.0590227,2.3117,0.705198,1,0.111111,2,0.0986727,0.0986727,1,-999
148,gen=860_member=10905_pso,-236.126,27.6179,0.711505,0.0658432,2.3117,0.705198,1,0.444444,1,0.086556,0.086556,1,-999
148,gen=890_member=13906_pso,-212.415,26.1424,0.86593,0.0754438,2.3117,0.705198,1,0.444444,1,0.0852967,0.0852967,1,-999
148,gen=785_member=3478_pso,-238.68,49.9279,35.7223,3.6099,35.7223,3.6099,1,0.111111,2,0.0240288,0.0240288,1,-999
148,gen=896_member=14551_pso,-204.106,25.535,0.854266,0.0742783,2.3117,0.705198,1,0.111111,2,0.0886611,0.0886611,1,-999
148,gen=895_member=14494_pso,-185.985,23.9955,0.662099,0.0647806,2.3117,0.705198,1,0.111111,2,0.0699123,0.0699123,1,-999
148,gen=895_member=14446_pso,-223.66,26.6899,0.740621,0.0669039,2.3117,0.705198,1,0.111111,2,0.0784328,0.0784328,1,-999
147,gen=888_member=13714_pso,-136.161,19.9807,0.541558,0.0627012,2.3117,0.705198,1,0.444444,1,0.089081,0.089081,1,-999
147,gen=895_member=14418_pso,-166.213,22.6585,0.693005,0.0660328,2.3117,0.705198,1,0.111111,2,0.0710221,0.0710221,1,-999
147,gen=890_member=13950_pso,-135.24,19.9472,0.416804,0.048378,2.3117,0.705198,1,0.111111,2,0.0823695,0.0823695,1,-999
147,gen=891_member=14005_pso,-228.19,27.1485,0.756373,0.0680608,2.3117,0.705198,1,0.111111,2,0.0904497,0.0904497,1,-999
147,gen=876_member=12597_pso,-158.198,21.756,0.405657,0.0497378,2.3117,0.705198,1,0.111111,2,0.0829648,0.0829648,1,-999
147,gen=891_member=14063_pso,-193.062,24.5856,0.741355,0.0671213,2.3117,0.705198,1,0.111111,2,0.0774958,0.0774958,1,-999
146,gen=892_member=14126_pso,-226.674,27.1447,1.0959,0.112655,2.3117,0.705198,1,0.25,2,0.0833682,0.0833682,1,-999
146,gen=894_member=14367_pso,-145.299,20.7567,0.71519,0.0708685,2.3117,0.705198,1,0.25,2,0.0915723,0.0915723,1,-999
146,gen=882_member=13153_pso,-124.213,18.9921,0.733624,0.066311,2.3117,0.705198,1,0.25,2,0.0573718,0.0573718,1,-999
146,gen=875_member=12466_pso,-178.175,23.4169,0.603924,0.0600448,2.3117,0.705198,1,0.25,2,0.0714939,0.0714939,1,-999
146,gen=886_member=13568_pso,-131.673,19.7634,0.603102,0.0603547,2.3117,0.705198,1,0.25,2,0.0781389,0.0781389,1,-999
146,gen=896_member=14584_pso,-185.21,23.8371,0.637243,0.0648082,2.3117,0.705198,1,0.0625,3,0.085506,0.085506,1,-999
