generation,member,obj_1,obj_2,obj_1_sd,obj_2_sd,obj_1_sd_syn,obj_2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
90,gen=744_member=14338_pso,-225.711,26.9052,0.001,0.001,2.30756,0.73494,1,1.0,0,0.0773569,0.0773569,1,-999
90,gen=744_member=14313_pso,-75.0378,4.83771,0.001,0.001,2.30756,0.73494,1,1.0,0,0.0310803,0.0310803,1,-999
90,gen=588_member=13793_pso,-193.661,24.5034,0.001,0.001,2.30756,0.73494,1,1.0,0,0.0826289,0.0826289,1,-999
90,gen=717_member=11616_pso,-187.108,23.9973,0.001,0.001,2.30756,0.73494,1,1.0,0,0.0798581,0.0798581,1,-999
90,gen=448_member=14717_pso,-241.868,27.9924,0.001,0.001,2.30756,0.73494,1,1.0,0,0.0794373,0.0794373,1,-999
90,gen=300_member=14957_pso,-165.84,22.425,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0873702,0.0873702,1,-999
90,gen=990_member=8995_pso,-94.7265,15.6511,26.5551,2.95245,26.5551,2.95245,1,0.694444,1,0.0270961,0.0270961,1,-999
90,gen=735_member=13451_pso,-68.2584,4.51751,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.027137,0.027137,1,-999
90,gen=741_member=14063_pso,-197.817,24.7933,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0785019,0.0785019,1,-999
90,gen=741_member=14068_pso,-221.14,26.6125,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.115049,0.115049,1,-999
90,gen=600_member=14940_pso,-186.523,23.9664,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0837764,0.0837764,1,-999
90,gen=746_member=14575_pso,-205.457,25.4466,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.103435,0.103435,1,-999
90,gen=747_member=14605_pso,-112.844,18.0987,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.05591,0.05591,1,-999
90,gen=594_member=14375_pso,-151.59,21.2884,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.107799,0.107799,1,-999
90,gen=450_member=14955_pso,-179.782,23.4455,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0870486,0.0870486,1,-999
90,gen=564_member=11345_pso,-170.677,22.7609,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0991559,0.0991559,1,-999
90,gen=575_member=12480_pso,-163.551,22.1656,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.105622,0.105622,1,-999
90,gen=438_member=13730_pso,-241.445,27.9631,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0822062,0.0822062,1,-999
90,gen=433_member=13275_pso,-256.731,51.9158,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0331516,0.0331516,1,-999
90,gen=431_member=13044_pso,-122.812,18.9353,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.074103,0.074103,1,-999
90,gen=599_member=14867_pso,-178.066,23.3366,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.090366,0.090366,1,-999
90,gen=389_member=8872_pso,-85.9703,4.91889,0.001,0.001,2.30756,0.73494,1,0.694444,1,0.0329577,0.0329577,1,-999
90,gen=284_member=13376_pso,-183.405,23.7891,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0834167,0.0834167,1,-999
90,gen=596_member=14571_pso,-128.957,19.417,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0859558,0.0859558,1,-999
90,gen=742_member=14152_pso,-203.729,25.3352,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0886637,0.0886637,1,-999
90,gen=749_member=14802_pso,-125.773,19.249,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0713763,0.0713763,1,-999
90,gen=279_member=12834_pso,-192.535,24.3845,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0756207,0.0756207,1,-999
90,gen=745_member=14439_pso,-154.374,21.4524,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.101929,0.101929,1,-999
90,gen=288_member=13760_pso,-167.89,22.5711,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0951959,0.0951959,1,-999
90,gen=577_member=12664_pso,-134.272,19.8281,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.104077,0.104077,1,-999
90,gen=411_member=11079_pso,-162.619,22.0991,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0991559,0.0991559,1,-999
90,gen=731_member=13037_pso,-161.119,22.0478,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.089066,0.089066,1,-999
90,gen=723_member=12209_pso,-130.796,19.5887,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0998932,0.0998932,1,-999
90,gen=247_member=9690_pso,-216.681,26.2016,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.136211,0.136211,1,-999
90,gen=419_member=11832_pso,-241.439,27.9613,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0822475,0.0822475,1,-999
90,gen=449_member=14839_pso,-256.463,51.8967,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0333248,0.0333248,1,-999
90,gen=433_member=13273_pso,-170.324,22.6936,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.102368,0.102368,1,-999
90,gen=722_member=12168_pso,-176.614,23.2272,0.001,0.001,2.30756,0.73494,1,0.444444,2,0.0837764,0.0837764,1,-999
90,gen=293_member=14266_pso,-209.699,25.6747,0.001,0.001,2.30756,0.73494,1,0.25,3,0.125179,0.125179,1,-999
90,gen=735_member=13456_pso,-137.751,20.1287,0.001,0.001,2.30756,0.73494,1,0.25,3,0.122406,0.122406,1,-999
90,gen=586_member=13524_pso,-136.504,20.0469,0.001,0.001,2.30756,0.73494,1,0.25,3,0.109134,0.109134,1,-999
90,gen=566_member=11512_pso,-138.559,20.2002,0.001,0.001,2.30756,0.73494,1,0.25,3,0.128204,0.128204,1,-999
90,gen=592_member=14168_pso,-240.944,27.9385,0.001,0.001,2.30756,0.73494,1,0.25,3,0.0857411,0.0857411,1,-999
90,gen=295_member=14458_pso,-191.734,24.3344,0.001,0.001,2.30756,0.73494,1,0.25,3,0.0715051,0.0715051,1,-999
90,gen=522_member=7193_pso,-216.541,26.1701,0.001,0.001,2.30756,0.73494,1,0.25,3,0.13889,0.13889,1,-999
90,gen=296_member=14578_pso,-146.588,20.831,0.001,0.001,2.30756,0.73494,1,0.25,3,0.148178,0.148178,1,-999
90,gen=568_member=11796_pso,-128.21,19.3385,0.001,0.001,2.30756,0.73494,1,0.25,3,0.086403,0.086403,1,-999
90,gen=741_member=14058_pso,-176.373,23.1776,0.001,0.001,2.30756,0.73494,1,0.25,3,0.0820977,0.0820977,1,-999
90,gen=731_member=13015_pso,-236.852,27.6437,0.001,0.001,2.30756,0.73494,1,0.25,3,0.0826546,0.0826546,1,-999
90,gen=575_member=12496_pso,-148.141,20.9575,0.001,0.001,2.30756,0.73494,1,0.25,3,0.124293,0.124293,1,-999
90,gen=299_member=14852_pso,-143.899,20.6434,0.001,0.001,2.30756,0.73494,1,0.25,3,0.149774,0.149774,1,-999
90,gen=432_member=13143_pso,-145.208,20.7443,0.001,0.001,2.30756,0.73494,1,0.25,3,0.146626,0.146626,1,-999
90,gen=598_member=14760_pso,-160.186,21.9177,0.001,0.001,2.30756,0.73494,1,0.25,3,0.0941708,0.0941708,1,-999
90,gen=577_member=12688_pso,-211.019,25.757,0.001,0.001,2.30756,0.73494,1,0.25,3,0.132089,0.132089,1,-999
90,gen=290_member=13945_pso,-142.114,20.485,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.154146,0.154146,1,-999
90,gen=393_member=9282_pso,-214.815,26.0814,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.143155,0.143155,1,-999
90,gen=397_member=9638_pso,-144.342,20.6449,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.160379,0.160379,1,-999
90,gen=576_member=12560_pso,-216.269,26.1693,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.144334,0.144334,1,-999
90,gen=600_member=14966_pso,-143.643,20.6337,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.144245,0.144245,1,-999
90,gen=744_member=14383_pso,-209.122,25.6158,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.129668,0.129668,1,-999
90,gen=750_member=14903_pso,-211.349,25.8825,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.136211,0.136211,1,-999
90,gen=207_member=5652_pso,-239.357,27.8255,0.001,0.001,2.30756,0.73494,1,0.111111,4,0.0955114,0.0955114,1,-999
90,gen=411_member=11092_pso,-141.853,20.4713,0.001,0.001,2.30756,0.73494,1,0.0277778,5,0.148178,0.148178,1,-999
90,gen=538_member=8768_pso,-239.36,27.8435,0.001,0.001,2.30756,0.73494,1,0.0277778,5,0.0956674,0.0956674,1,-999
90,gen=540_member=8956_pso,-212.986,25.9676,0.001,0.001,2.30756,0.73494,1,0.0277778,5,0.170069,0.170069,1,-999
90,gen=270_member=11962_pso,-214.472,26.0467,0.001,0.001,2.30756,0.73494,1,0.0277778,5,0.14733,0.14733,1,-999
89,gen=294_member=14380_pso,-140.266,20.3713,0.001,0.001,2.30756,0.73494,1,0.0204082,6,0.164334,0.164334,1,-999
