real_name,x1,x2,x3,x4,x5,x6
gen=125_member=12463_pso,4.24156,1.36193,2.71114,0.0,1.0,0.431012
gen=126_member=12531_pso,1.72249,1.75174,1.0,0.0,1.0,0.624781
gen=126_member=12567_pso,0.0,2.02628,3.26653,0.0,1.0,0.609
gen=126_member=12571_pso,0.0,1.96759,1.0,0.0,1.0,0.263422
gen=128_member=12764_pso,4.61059,1.03209,2.62249,0.0,1.0,1.47891
gen=128_member=12783_pso,4.79705,1.06053,2.29955,0.0,1.0,1.74225
gen=129_member=12857_pso,4.68676,1.04098,1.38863,0.0,1.0,2.4125
gen=129_member=12877_pso,4.04481,1.06902,2.22172,0.0,1.0,1.28641
gen=129_member=12878_pso,0.0,2.02619,3.28022,0.0,1.0,0.481592
gen=130_member=12901_pso,4.98437,1.01625,1.0,0.0,1.0,0.206701
gen=130_member=12921_pso,0.0,2.03169,3.0961,0.0,1.0,0.768003
gen=131_member=13017_pso,4.93165,1.02406,3.01881,0.0,1.0,0.543374
gen=132_member=13169_pso,4.9376,1.04898,4.22988,0.0,1.0,0.189796
gen=132_member=13195_pso,4.701,0.938784,2.53,0.0,1.0,1.24834
gen=133_member=13260_pso,3.58996,1.55469,2.67241,0.0,1.0,0.247611
gen=134_member=13347_pso,0.0,1.95879,1.0,0.0,1.0,0.294545
gen=135_member=13418_pso,4.64112,0.927582,1.0,0.0,1.0,0.501311
gen=135_member=13447_pso,4.90825,0.992849,1.0,0.0,1.0,0.455416
gen=135_member=13478_pso,4.39484,0.849982,2.85935,0.0,1.0,0.833809
gen=136_member=13587_pso,3.58558,0.88213,1.6486,0.0,1.0,1.58591
gen=138_member=13746_pso,4.64199,0.949667,2.76645,0.0,1.0,1.40822
gen=138_member=13797_pso,4.83294,0.939189,2.9471,0.0,1.0,1.19223
gen=141_member=14016_pso,4.96639,0.995976,4.0648,0.0,1.0,0.323993
gen=141_member=14036_pso,0.782691,1.30343,1.0,0.0,1.0,0.663375
gen=141_member=14083_pso,3.40721,0.894481,1.43155,0.0,1.0,2.15024
gen=141_member=14095_pso,3.98146,0.658745,2.25196,0.0,1.0,1.48416
gen=143_member=14239_pso,0.0,1.9529,1.0,0.0,1.0,0.24206
gen=143_member=14246_pso,4.95985,0.990987,1.35007,0.0,1.0,0.442758
gen=144_member=14367_pso,0.0,2.03553,2.93364,0.0,1.0,0.97048
gen=146_member=14569_pso,4.76271,1.08784,2.81588,0.0,1.0,1.14769
gen=146_member=14576_pso,4.03266,0.989987,2.27357,0.0,1.0,1.53441
gen=147_member=14681_pso,4.99349,0.98602,1.21993,0.0,1.0,0.217076
gen=148_member=14770_pso,3.75898,0.690271,1.0,0.0,1.0,2.34021
gen=148_member=14775_pso,4.96182,0.989738,1.0,0.0,1.0,0.541706
gen=148_member=14780_pso,4.91996,1.02514,4.71112,0.0,1.0,0.238741
gen=149_member=14829_pso,1.82204,1.43948,1.0,0.0,1.0,0.889694
gen=149_member=14877_pso,3.18731,1.51309,2.19168,0.0,1.0,0.954904
gen=150_member=14981_pso,4.88721,0.986172,4.67665,0.0,1.0,0.468445
gen=150_member=14983_pso,4.92686,0.999191,5.0,0.0,1.0,0.228559
gen=150_member=14990_pso,0.731306,1.7256,2.29522,0.0,1.0,0.775798
gen=150_member=14992_pso,4.82771,0.967613,2.4988,0.0,1.0,1.37638
