real_name,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1249,ar_rate_1,ar_rate_2
gen=0_member=33,-3.959954883,-1.548734385,-1.613122662,-3.762830152,-0.198888205,-1.955891912,-2.583891939,-3.157322704,3.136580674,0.846550062
gen=0_member=34,-1.418235196,-2.194643634,-0.866467555,-1.368779796,-2.36716941,-2.51951956,-0.006435777,-4.702738291,6.597708946,3.230950048
gen=0_member=35,-2.517765025,-1.005838001,-1.88086098,-4.344054508,-0.30675594,-2.647563952,-3.448225417,-3.45164854,2.978915754,3.207951856
gen=0_member=36,-3.718576713,-3.073720454,-4.1934479,-1.966778916,-0.702829043,-4.183247284,-1.048125339,-4.518519189,3.806442614,6.380433311
gen=0_member=37,-0.16671545,-0.303229894,-0.069672031,-0.60380686,-0.631366308,-0.286137257,-2.414364196,-2.743466944,4.058626191,5.388479845
gen=0_member=38,-2.220217551,-2.607933944,-2.106273329,-0.137617848,-2.531904347,-2.515193551,-3.79589985,-0.963110984,6.175409703,0.597382905
gen=0_member=39,-0.907239961,-1.699520035,-3.84558134,-3.956030825,-3.75694704,-0.764031856,-0.857364536,-2.697202711,2.288822917,2.609549177
gen=0_member=40,-1.07977501,-1.898439769,-2.950253299,-3.841687265,-3.653519863,-2.116720172,-1.377255368,-2.153885883,5.73668363,3.026046706
gen=0_member=41,-4.046112464,-2.17612438,-0.104299955,-2.253777442,-2.226556018,-2.150957938,-0.362608858,-1.39391246,4.990080499,4.457676554
gen=0_member=42,-0.668578856,-2.368713848,-1.352789685,-1.846444379,-4.212475884,-4.03868521,-1.095336234,-0.889424107,4.678096501,4.78891075
gen=0_member=43,-0.340746778,-3.59448805,-4.281106799,-4.019894996,-4.577553444,-2.412047664,-1.39053586,-1.505890963,1.557525481,1.179082417
gen=0_member=44,-3.37332153,-4.403419071,-3.980349015,-3.898913556,-2.510568268,-2.275848178,-4.017701473,-4.243836532,2.050868399,1.562174346
gen=0_member=45,-2.66931066,-3.277142775,-3.886152329,-4.461796774,-1.27426207,-0.369556697,-4.062892249,-2.912541731,1.481588933,6.982405367
gen=0_member=46,-2.350234219,-1.200558217,-3.372887069,-0.655470258,-4.070022281,-1.919598386,-0.401981584,-3.289331773,6.100415074,6.312917173
gen=0_member=47,-1.568453766,-3.805697319,-4.039185336,-0.700914904,-2.151314584,-3.168396547,-3.566861697,-0.059432329,0.783611817,2.362007202
gen=0_member=48,-3.350215594,-4.608308233,-3.253017605,-0.523756472,-0.751500158,-3.185074327,-2.144380086,-1.941204091,1.460311799,3.461717146
gen=0_member=49,-3.227899128,-0.576228079,-0.295817719,-2.589941212,-3.360407995,-3.244757804,-3.856658327,-1.839388803,4.409441001,4.264358361
gen=0_member=50,-3.090884675,-1.171488826,-3.473765439,-3.335998246,-4.498493207,-1.052243917,-0.628612302,-1.221530215,2.468785383,1.204806079
gen=0_member=51,-2.498672782,-0.367698498,-0.994449637,-0.031557961,-4.38153443,-2.940453243,-2.535941974,-0.771965192,6.798845546,3.30649283
gen=0_member=52,-4.342122285,-1.710780992,-1.299177483,-1.307479019,-3.46510802,-1.452565951,-3.3486357,-4.458139813,0.904810461,0.70614247
gen=0_member=53,-1.484011643,-3.148091036,-2.854847638,-2.187419914,-2.947249083,-4.527294966,-4.664223153,-1.985437749,3.525814058,1.421912803
gen=0_member=54,-2.385825534,-2.658695079,-1.43734302,-4.383738034,-3.909486365,-1.284633049,-4.157686229,-3.092948449,1.100439494,5.725883779
gen=0_member=55,-0.461039592,-1.929124432,-4.481173669,-1.024367372,-3.946616812,-0.899638361,-1.425190266,-1.085695305,6.407259921,6.130010675
gen=0_member=56,-2.320826759,-1.474907994,-4.391448855,-0.958566274,-1.420740187,-1.823291313,-0.574879015,-4.468828552,4.118534687,4.711778046
gen=0_member=57,-4.664061926,-1.846945593,-1.382386208,-2.183812273,-0.159282029,-3.688814145,-0.718950351,-1.426054425,5.979268758,2.295583533
gen=0_member=58,-0.772572455,-2.832054179,-3.298071586,-4.319765476,-1.492383028,-4.56571683,-3.524884961,-4.673999925,0.211532852,1.658932173
gen=0_member=59,-3.645524098,-4.659240702,-3.562227797,-3.323261839,-0.134599506,-0.09704889,-3.8432928,-2.88553794,6.275159283,0.16398819
gen=0_member=60,-1.331698823,-2.746943677,-0.451510793,-4.540573885,-1.182776231,-2.463491847,-4.434741132,-1.358842304,4.153602133,1.92518407
gen=0_member=61,-0.736850212,-4.585403241,-4.164390168,-2.043903648,-2.796901217,-0.514838478,-1.592259829,-3.593787321,0.014376061,0.3032556
gen=0_member=62,-0.060632089,-0.86468679,-2.610910325,-1.586893748,-4.151208174,-1.334159933,-3.618081532,-1.571905382,0.698407434,2.175728909
gen=0_member=63,-3.93819773,-0.413202695,-3.134548913,-2.939832515,-3.262399147,-1.687278655,-3.713699555,-4.309113272,0.451895629,5.977033786
gen=0_member=64,-1.227685117,-1.368443898,-2.690610301,-4.651039777,-2.081830729,-0.588370463,-4.10500607,-1.304114642,4.28539881,0.936228919
gen=0_member=65,-1.238739681,-4.02171956,-1.933292036,-1.502106773,-2.587873644,-4.645442966,-0.241651837,-4.004212687,0.535666601,2.714456819
gen=0_member=66,-1.945156404,-3.027148202,-1.164963678,-3.024216241,-1.45066325,-0.552815835,-3.158175958,-0.001103318,4.786759666,4.950120512
gen=0_member=67,-0.875574562,-1.948894431,-0.717520154,-0.330362859,-0.371997359,-2.694081974,-3.322961426,-4.211727547,5.14955035,4.392100454
gen=0_member=68,-2.250749581,-3.681660794,-2.56217656,-4.596073962,-1.758685528,-3.100268523,-3.907031176,-2.53199536,2.13004043,6.204856842
gen=0_member=69,-4.626938524,-3.765468003,-2.631540705,-1.936497951,-1.924911828,-1.589816464,-3.008475585,-3.832308982,5.934108377,4.518152156
gen=0_member=70,-1.750093952,-1.399054235,-0.559761416,-3.611183838,-0.277149432,-2.374518684,-4.524104773,-4.611809022,0.769159122,3.563538122
gen=0_member=71,-1.867410556,-0.258179632,-1.026500411,-2.615163259,-3.595712625,-3.575331362,-3.701921764,-3.553011214,3.155483773,0.004463471
gen=0_member=72,-2.07536309,-0.757587218,-2.994650804,-1.856921957,-1.57633514,-1.717170702,-0.46814439,-3.273578406,5.563233637,0.37981204
gen=0_member=73,-1.701784217,-1.641052639,-0.942157729,-2.299873967,-2.615051838,-0.426665288,-1.016738741,-4.089548691,2.783605213,4.592076707
gen=0_member=74,-4.194057287,-1.106427282,-0.604422934,-1.653030097,-4.118284048,-4.155801417,-3.052951734,-1.632314059,5.831262157,0.661779718
gen=0_member=75,-1.167014471,-3.646890868,-2.765570248,-0.153012383,-4.664883236,-0.02688588,-1.156535544,-3.049603534,4.25069638,6.841749607
gen=0_member=76,-2.789376108,-3.401355667,-3.704208875,-1.676655896,-1.289511597,-3.952972409,-4.704837966,-4.349309946,1.376023846,2.535927859
gen=0_member=77,-0.002737379,-1.327421058,-4.436217731,-2.826312346,-0.942840027,-0.222437634,-2.019062159,-0.494841187,2.398105115,0.229444494
gen=0_member=78,-3.49102894,-2.106635786,-2.262359347,-4.702975384,-1.118119885,-1.172524402,-0.814821339,-2.231291148,4.569970904,1.489859615
gen=0_member=79,-1.097979378,-1.568960002,-0.848236908,-4.146063898,-2.016367973,-3.302047474,-0.678588863,-0.235024343,4.440878502,2.015173349
gen=0_member=80,-3.009983788,-1.066970339,-1.626393019,-2.332142203,-1.063621747,-0.641386326,-1.292633687,-0.424031659,3.421471471,5.07736521
gen=0_member=81,-2.615720015,-2.018059447,-1.548646555,-0.887189063,-4.558922148,-1.038390537,-2.878319395,-2.005030438,6.367415129,2.754609193
gen=0_member=82,-4.465695635,-2.953931178,-0.623435818,-3.197437351,-0.488767783,-4.411207394,-0.187265926,-2.836019286,1.742131875,5.503570379
gen=0_member=83,-4.596520649,-3.452101344,-1.695358458,-1.21584719,-2.714220972,-4.362051555,-1.517520302,-0.13638053,5.384027795,2.110117429
gen=0_member=84,-1.287352822,-0.556612697,-3.328532737,-0.747354979,-4.352133264,-0.812709697,-3.985090667,-0.472713762,2.339885538,5.13010696
gen=0_member=85,-2.153376299,-3.920086729,-2.721840031,-2.095707116,-1.875850619,-0.933688954,-4.602991803,-2.336039506,0.357888101,6.23122162
gen=0_member=86,-2.736893169,-0.685576983,-0.513909822,-3.521320595,-1.824241565,-1.219524825,-1.197001922,-0.729784559,6.983057587,4.136750164
gen=0_member=87,-1.530438567,-2.079293933,-3.90377854,-2.438138003,-1.725063326,-3.393546418,-1.269815133,-3.869310853,2.854941614,1.297284394
gen=0_member=88,-3.425783574,-3.3092663,-2.500229591,-2.394737788,-0.04677799,-2.847664096,-2.712629143,-0.346836699,4.710792408,1.744567212
gen=0_member=89,-4.178417843,-0.632314111,-1.758983287,-2.716774427,-2.308854729,-1.401759198,-3.263213764,-3.74482897,0.295188947,6.055238627
gen=0_member=90,-4.455715621,-1.271337833,-4.633913087,-1.410874614,-2.408348048,-4.254229563,-0.550607187,-1.242919579,1.021735437,6.56181021
gen=0_member=91,-0.598349266,-2.774915592,-4.744872014,-0.249660355,-4.720217736,-3.7600702,-2.48844346,-0.698965796,3.71276969,2.843175781
gen=0_member=92,-1.015067702,-0.014843695,-2.901488125,-4.656932971,-3.698685487,-0.710298456,-2.430095878,-1.159933778,6.744794328,4.334751902
gen=0_member=93,-3.66287511,-2.661939014,-4.56173451,-4.131580632,-3.042348348,-4.306053195,-1.718602026,-0.941433108,6.660680872,3.71154384
gen=0_member=94,-4.086319505,-2.916531212,-0.226168961,-1.184487901,-1.979605829,-3.841366102,-0.497308627,-0.653089669,4.909652827,2.9527952
gen=0_member=95,-0.808402342,-0.178369756,-2.422071395,-2.671339132,-1.566209534,-4.421797823,-2.900772334,-1.776230382,1.123594159,1.090248893
gen=0_member=96,-3.812557298,-4.282789925,-4.01678845,-2.549260674,-4.265271708,-3.888763781,-2.281629289,-0.590759041,0.599439114,5.944472056
gen=0_member=97,-0.965537044,-4.055478189,-2.020873395,-3.606131804,-3.888114226,-2.074197131,-1.686449286,-2.451932143,6.569830753,6.903996947
gen=0_member=98,-4.285743048,-4.419150115,-2.818197825,-3.100583314,-2.70196259,-3.618127953,-3.384547036,-2.482921333,6.896347935,3.649964361
gen=0_member=99,-0.633913448,-2.248820109,-1.088840886,-3.1814884,-3.836120979,-0.063016392,-0.216329929,-3.336526575,1.848649823,3.983120718
