real_name,x1,x2,x3,x4,x5,x6
gen=0_member=34,1.525797342,1.30529372,3.267170149,3.279299258,3.467546193,9.530198119
gen=0_member=35,0.290401267,9.72635123,2.771137329,2.903399811,1.487842977,9.656883947
gen=0_member=36,9.319814714,3.657609869,4.114734943,0.291771471,3.595270902,1.552360925
gen=0_member=37,8.202745535,3.839682726,1.788261422,1.229830925,1.992211665,2.423670706
gen=0_member=38,8.722788103,8.208396193,3.381501448,0.419964121,4.342991261,3.187610504
gen=0_member=39,0.41059313,7.283077395,4.492109499,2.390593456,2.912428113,1.366328764
gen=0_member=40,6.15560049,9.193571131,1.985825262,4.34265301,3.495091771,2.656640237
gen=0_member=41,0.612386088,9.393216331,1.89461329,4.901959194,3.078156727,0.169478864
gen=0_member=42,2.899262018,9.243656404,3.772883852,4.672603919,1.434937761,5.511401349
gen=0_member=43,3.436634898,8.626896294,3.569144474,0.186697839,4.173497479,8.960133348
gen=0_member=44,3.079764764,3.14094468,1.704838746,5.146290565,2.675958019,2.011807613
gen=0_member=45,8.833462972,6.856592396,1.097870795,0.665092731,3.036559343,3.013565063
gen=0_member=46,7.829245384,4.710177047,4.222363858,4.278986775,1.008187504,7.855597941
gen=0_member=47,2.117100836,9.525255697,4.47484099,4.989380425,2.48863121,9.007372254
gen=0_member=48,0.551295248,8.805826425,3.220415419,2.963173594,3.178813105,0.007987648
gen=0_member=49,5.093532419,1.632951553,4.549781396,5.565469712,1.941504674,5.45578177
gen=0_member=50,2.96126489,1.400369231,3.671031055,0.036216114,3.934531356,2.182239248
gen=0_member=51,7.033175872,5.146466431,2.43317692,1.629841203,1.358681943,3.765782484
gen=0_member=52,9.541405397,0.954425304,3.491897338,3.644405574,1.168277442,6.37512012
gen=0_member=53,7.740888092,1.029389759,2.949768577,0.610503609,1.226592618,4.923063028
gen=0_member=54,0.933401128,5.481978874,2.396341624,4.529264852,4.461221168,6.411092806
gen=0_member=55,2.311657084,4.340875997,4.880818488,3.086651872,1.757754395,5.198752124
gen=0_member=56,6.59675161,0.161956778,4.396513537,5.84980847,4.508306979,4.033772353
gen=0_member=57,1.619643775,8.161233137,2.971510962,2.744432572,2.094069087,4.701911775
gen=0_member=58,4.292380264,4.507862159,1.183166657,0.945800088,1.666744035,6.810691872
gen=0_member=59,2.661530212,0.334015633,4.737291185,5.746352786,3.833767186,4.579547149
gen=0_member=60,3.717527831,4.007672037,3.866722297,4.952275686,4.630418763,4.21149401
gen=0_member=61,0.831251176,7.739980033,3.353242201,0.540587529,3.242223538,9.75226433
gen=0_member=62,8.0276291,9.820115839,1.382901806,0.827376426,3.743316036,3.434547482
gen=0_member=63,8.499060925,1.257125115,1.344340133,2.303412089,2.86770637,1.82243061
gen=0_member=64,9.923661815,7.968196488,3.902311743,2.404242795,1.825784893,5.700792929
gen=0_member=65,2.406360564,0.730991217,1.526796871,3.192192556,2.230349588,3.566361127
gen=0_member=66,6.712551425,6.007700063,1.830748923,3.676836961,2.922866983,9.394965478
gen=0_member=67,9.751654384,2.181100603,4.768744635,0.504545018,3.239740707,0.428637176
gen=0_member=68,1.094499681,3.314752254,4.823050196,3.981151866,3.298477884,2.862961884
gen=0_member=69,4.17022525,9.677217674,1.247803503,5.391560741,1.844160499,6.746948405
gen=0_member=70,9.64953632,3.712060648,3.43327481,1.949208563,3.848875992,3.366678396
gen=0_member=71,5.667821096,2.226816459,2.015911201,5.439433158,2.695023729,5.894389379
gen=0_member=72,5.833674352,2.888564306,4.028514774,1.263929498,1.299088151,3.609395178
gen=0_member=73,7.346138256,0.491723347,2.563294533,3.872139282,3.643795748,1.686280272
gen=0_member=74,9.005093537,1.581041705,2.831550834,1.332808853,4.738107463,7.165190153
gen=0_member=75,3.37029336,2.571935637,1.860517186,1.094473732,4.437887123,7.244631922
gen=0_member=76,0.010373525,4.106885794,3.831872829,0.728479917,1.631618026,0.606947693
gen=0_member=77,1.918234635,0.243176362,4.878645533,1.611327913,2.979736459,1.015654268
gen=0_member=78,7.984736377,2.715947363,4.246002279,2.847576216,2.160766662,4.332683597
gen=0_member=79,6.074438894,1.85620536,3.977041329,0.895658141,4.914428126,7.348414778
gen=0_member=80,3.197849987,2.080747993,3.043529813,0.171816732,4.156255585,8.159809528
gen=0_member=81,8.103987227,7.864622062,3.636612242,4.412886384,1.158349726,6.159395144
gen=0_member=82,0.746458715,4.94473818,4.173533214,4.064776559,1.38388809,3.922427105
gen=0_member=83,5.214331906,5.969444975,3.755962147,3.907435054,2.804284885,8.863350906
gen=0_member=84,6.282873851,5.553649512,2.903792809,3.488757303,2.41317887,2.948868887
gen=0_member=85,4.973834805,4.243420235,1.947052477,4.49707203,2.253928614,9.167124255
gen=0_member=86,6.31711663,6.3319899,1.215999255,1.065266008,3.345612666,5.242904628
gen=0_member=87,1.3909892,8.566782316,3.0981429,4.096340708,3.545112343,7.907976452
gen=0_member=88,5.475038748,9.01118665,1.400982982,2.277967663,4.279354359,0.598625284
gen=0_member=89,8.38929992,3.290501247,3.000052432,5.057996021,4.843267449,8.324753304
gen=0_member=90,4.691109226,1.13512647,2.066780271,2.61900279,4.540356018,6.021750154
gen=0_member=91,3.238312818,6.540129643,4.925966919,3.470378505,2.145242443,4.663873373
gen=0_member=92,5.135432187,3.995484519,1.721416469,2.555884235,4.026593243,9.496917831
gen=0_member=93,9.267578747,8.975081684,3.301226311,1.812334934,4.087359047,6.220578308
gen=0_member=94,7.637154565,4.860805415,2.100078895,5.508158692,4.647100729,6.622574048
gen=0_member=95,5.792060331,6.934134901,4.610780615,4.831495031,3.798796298,8.097236013
gen=0_member=96,4.775502566,0.83644741,4.148183235,5.181834155,1.790524602,9.876752503
gen=0_member=97,9.473795608,7.050324724,2.848202703,2.676249976,2.031549408,7.521698624
gen=0_member=98,8.639703477,8.46168205,3.53018697,1.404758291,1.110799438,3.240234421
gen=0_member=99,6.978119517,5.374413249,2.604668683,5.331489898,3.63827407,6.963271819
