real_name,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1249,ar_xdist,ar_ydist,ar_rate,ar_screens,ar_conc
gen=13_member=1211_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.85146,1,0
gen=11_member=1043_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,5.92614,1,0
gen=13_member=1207_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.15158,1,0
gen=12_member=1127_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.52377,1,0
gen=11_member=1095_pso,0,0,-5,-5,-5,-5,-5,-5,1926,43.0952,6.11044,1,0
gen=12_member=1109_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.87678,1,0
gen=13_member=1262_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.26874,1,0
gen=11_member=1014_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.05025,1,0
gen=13_member=1257_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.41722,1,0
gen=13_member=1248_pso,0,0,-5,-5,-5,-5,-5,-5,1926,43.3125,6.90281,1,0
gen=13_member=1223_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.38311,1,0
gen=13_member=1292_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.10894,1,0
gen=13_member=1239_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.87231,1,0
gen=13_member=1261_pso,0,0,-5,-5,-5,-5,-5,-5,1926,54.1022,7.45579,1,0
gen=13_member=1241_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.23175,1,0
gen=13_member=1221_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.20475,1,0
gen=12_member=1133_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.41383,1,0
gen=13_member=1212_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.55441,1,0
gen=13_member=1215_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.26537,1,0
gen=11_member=1049_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.27439,1,0
gen=12_member=1140_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.39101,1,0
gen=13_member=1202_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.57331,1,0
gen=13_member=1297_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.31823,1,0
gen=11_member=1031_pso,0,0,-5,-5,-5,-5,-5,-5,1926,47.0456,7.22864,1,0
gen=12_member=1158_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.85595,1,0
gen=12_member=1102_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.29182,1,0
gen=13_member=1255_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.30179,1,0
gen=13_member=1298_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.3856,1,0
gen=13_member=1256_pso,0,0,-5,-5,-5,-5,-5,-5,1926,48.5134,7.41072,1,0
gen=12_member=1155_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,6.85847,1,0
gen=13_member=1285_pso,0,0,-5,-5,-5,-5,-5,-5,1926,42.4199,7.79106,1,0
gen=13_member=1280_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.67458,1,0
gen=13_member=1242_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.57985,1,0
gen=13_member=1283_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.7444,1,0
gen=13_member=1272_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.09923,1,0
gen=13_member=1294_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.62245,1,0
gen=12_member=1176_pso,0,0,-5,-5,-5,-5,-5,-5,1926,45.3237,7.6362,1,0
gen=13_member=1204_pso,0,0,-5,-5,-5,-5,-5,-5,1926,40,7.31479,1,0
gen=11_member=1005_pso,0,0,-5,-5,-5,-5,-5,-5,1926,50.8523,5.85876,1,0
