real_name,x1,x2,x3,x4,x5,x6
gen=0_member=114,1.266328728,8.599215585,3.425398759,5.637961814,2.950089173,6.045359808
gen=0_member=115,0.590210663,5.795951135,4.481457696,4.6831519,4.424884199,6.752464211
gen=0_member=116,9.374534432,5.659998097,4.468109326,5.197925159,2.896855552,8.012800431
gen=0_member=117,5.927431507,3.352723425,1.805261998,0.651739274,2.141208733,0.323299405
gen=0_member=118,8.810373873,3.653295205,4.355687199,0.425388409,2.720824316,3.324886601
gen=0_member=119,5.69968026,1.495944004,4.739858042,1.54538689,2.498080298,7.56851876
gen=0_member=120,2.090993494,2.581595085,3.040883209,5.761468657,3.115835613,0.057331002
gen=0_member=121,8.115173233,4.363096285,3.51386548,3.179131111,3.276085534,1.229811384
gen=0_member=122,2.479187412,1.231114912,3.976399845,1.612522392,4.058687166,3.740148591
gen=0_member=123,3.221507895,6.384713119,2.80526804,0.316102516,4.879899103,4.145433152
gen=0_member=124,0.847859837,1.504311202,4.277279255,0.984374972,2.77107107,3.771388926
gen=0_member=125,0.13221882,1.776205164,1.270025243,4.600370283,4.550727362,9.283732669
gen=0_member=126,4.191111441,1.833196938,2.230620937,1.824354701,2.217533964,9.462917929
gen=0_member=127,1.905028363,2.054701741,2.602210504,4.653775263,3.37845341,5.110473517
gen=0_member=128,8.447175423,7.376332456,4.24474975,3.582841651,4.844023447,9.977175084
gen=0_member=129,3.163729645,6.492799602,2.348030631,4.180852458,3.492203264,2.689953565
gen=0_member=130,5.525513003,1.159685117,3.284492678,4.002412943,3.739961994,8.866315819
gen=0_member=131,4.052213479,5.40515341,3.271003887,0.900090797,2.801964209,8.279520448
gen=0_member=132,3.682287808,4.514023369,2.124909482,5.792510741,4.311921983,1.555490602
gen=0_member=133,6.870109353,9.535371894,4.504032993,5.604079239,2.564840997,7.382503455
gen=0_member=134,7.276096406,8.860419889,1.469633596,1.686726498,1.478803047,4.270645047
gen=0_member=135,7.509110286,7.772244493,1.331327063,1.017132144,2.380108271,0.404081976
gen=0_member=136,4.867645631,9.023281006,2.632380869,2.146560227,4.339544311,4.79053286
gen=0_member=137,0.860521688,8.404167998,4.399485719,5.642096547,1.505797275,0.658458914
gen=0_member=138,8.363057195,0.804579772,1.675697707,2.700297152,4.108086649,6.133245706
gen=0_member=139,2.950178579,4.313582684,1.40509184,5.412902383,2.069567304,6.099005757
gen=0_member=140,8.992856231,0.312409887,2.847560481,2.747835079,1.642427373,5.85684294
gen=0_member=141,3.273792468,2.468743925,3.934501641,4.304162211,1.701649299,1.910022645
gen=0_member=142,4.006796112,5.899822663,3.887090346,1.081589316,2.916410971,3.695746744
gen=0_member=143,4.259579786,0.968350531,3.406192528,3.054608926,4.459723017,1.440308877
gen=0_member=144,9.281626494,6.640368195,1.548861409,3.097282006,2.126774451,8.309740197
gen=0_member=145,1.606591588,9.113400462,3.730819692,3.240110856,1.141437406,9.173035328
gen=0_member=146,3.954378271,1.665468919,2.031277618,4.757350786,1.400272312,9.560857415
gen=0_member=147,0.766020108,3.62985435,2.289136224,1.985842291,4.955869204,5.568006294
gen=0_member=148,5.977674221,9.314729426,1.4889102,1.881185524,3.596157512,3.000954399
gen=0_member=149,7.834804053,4.444007051,3.393006417,5.369125571,1.979971333,7.862312237
gen=0_member=150,9.067427843,3.220508332,1.795923788,2.921882682,4.805905735,1.673133727
gen=0_member=151,7.372847458,8.14117164,4.099773323,2.184291774,4.506801022,9.69934925
gen=0_member=152,0.369284464,8.800698221,3.470282949,4.159168528,1.910818191,5.000141779
gen=0_member=153,4.124351772,3.107461491,4.796132557,4.796629913,3.777263856,3.880557003
gen=0_member=154,6.067066659,1.566473118,2.939260782,2.635093369,3.478279884,7.751635299
gen=0_member=155,0.426812451,6.003145473,1.160627125,0.591669762,3.178381107,4.632240313
gen=0_member=156,8.921721431,6.755847788,1.36553415,1.521416717,2.410487261,7.320112704
gen=0_member=157,7.454439139,6.733430597,3.828679416,3.013766414,3.33935203,0.622945006
gen=0_member=158,8.512040488,5.237700647,4.079684232,4.626142485,4.601016371,0.545308661
gen=0_member=159,9.685287576,4.12402446,3.252259262,5.577904804,1.899411407,7.502682854
gen=0_member=160,1.159634417,8.955900257,1.864814976,2.437459271,2.081599741,6.524308632
gen=0_member=161,4.976722263,7.322666772,1.849419029,2.852756438,3.158403371,5.194160168
gen=0_member=162,2.613987975,6.104775904,3.609169367,3.427543049,4.295067751,7.445169267
gen=0_member=163,5.569759237,5.993014652,2.484034255,5.453956045,3.240265762,6.599261464
gen=0_member=164,4.420590928,8.040452912,4.161494463,4.737944981,1.226032886,5.354673014
gen=0_member=165,0.203035399,6.523262816,2.186617392,1.773139797,3.502209159,6.488263445
gen=0_member=166,2.408344982,2.288670157,3.189496687,1.350855966,1.93577708,7.650481648
gen=0_member=167,8.194402989,6.222684478,4.841229591,4.031590641,1.79894238,1.312825369
gen=0_member=168,7.046083285,2.300492381,1.769722334,0.607439208,2.652161581,4.943074804
gen=0_member=169,3.701182798,3.199788254,4.990682117,1.657392807,4.096418008,5.758051923
gen=0_member=170,5.12719197,4.481974609,3.200196599,4.078312378,1.342674022,1.602637187
gen=0_member=171,1.897167826,0.144899214,3.757310121,3.302596156,3.038400348,6.700064531
gen=0_member=172,7.237385349,0.033816125,3.569917958,5.327424727,4.122995996,1.994193552
gen=0_member=173,3.43748923,8.615792506,1.742464055,2.468163313,1.442975007,3.513241173
gen=0_member=174,2.002090019,3.294037514,2.200254339,0.690667367,3.015857598,6.206170396
gen=0_member=175,1.539003562,4.805180484,2.875958681,1.466287839,2.599535153,1.533271875
gen=0_member=176,5.85504125,0.764527311,1.006343491,0.346179695,4.153355155,2.85854434
gen=0_member=177,1.122669471,1.710724526,2.274994054,0.896813981,3.867692677,5.515516496
gen=0_member=178,2.73308512,9.444567576,2.364720305,4.13233222,2.629698568,3.10109521
gen=0_member=179,7.796063975,2.820639648,1.285356208,2.323838994,2.470955698,2.609178726
gen=0_member=180,7.651167025,8.924392553,2.160326498,2.029917334,4.174436877,0.246444724
gen=0_member=181,0.312546106,1.609794515,3.914894882,0.219475696,2.270262301,9.735546191
gen=0_member=182,7.637447104,2.128421067,3.220447693,1.921931732,4.822045014,8.658246018
gen=0_member=183,9.471615273,0.446183346,4.808078703,5.379777013,2.975461056,3.267444701
gen=0_member=184,0.935612601,8.061642156,4.869837271,3.239676293,3.609788088,7.051738586
gen=0_member=185,0.61638162,8.244703582,4.626413357,5.731988865,1.180081571,8.469152356
gen=0_member=186,6.674249296,7.468655263,1.039671705,5.180737622,2.553389242,6.885319229
gen=0_member=187,6.390726266,5.816549087,4.572084781,0.683138733,2.788644312,6.317134559
gen=0_member=188,7.174880074,4.857755324,3.521916255,2.401030056,4.406896434,0.766580951
gen=0_member=189,3.34064904,5.562051005,3.178952499,0.80251516,4.891964615,2.748675
gen=0_member=190,0.496264576,6.589113843,4.96273511,2.351745195,3.540374579,2.386345247
gen=0_member=191,9.444873875,7.948582018,2.111594233,0.138397628,3.305582811,5.055673351
gen=0_member=192,5.275068262,4.793024464,3.125297565,4.838005983,4.078943666,4.982724219
gen=0_member=193,3.005459652,4.604527939,1.308391504,2.598006913,3.679273332,1.802047527
gen=0_member=194,5.460733087,6.25557522,4.745585491,0.117014331,1.28076333,7.968936939
gen=0_member=195,0.961955371,7.585916566,3.695523366,1.395907253,1.942897265,8.595460161
gen=0_member=196,9.328563898,7.990909621,4.901017488,4.53205107,4.597845754,7.024993237
gen=0_member=197,0.527147343,8.67971221,3.857942019,3.19791456,1.005443022,8.516855195
gen=0_member=198,8.088934521,0.46091059,2.763660021,5.868035123,3.09356183,4.877483028
gen=0_member=199,3.615619548,5.604622078,1.244899212,2.072744408,3.218928332,1.151795905
