real_name,mean_conc,salinity,total_pump_rate,ar_rate_total,wetland_dd,ar_rate_t,pf_salinity,pf_wetland_dd,mean_conc_sd,salinity_sd,ar_rate_total_sd,wetland_dd_sd
gen=900_member=29930_pso,0.0248038,0.0248038,28.5,7.15572,5.49784,7.15572,1,1,0,0,0,0
gen=898_member=29778_pso,0.203021,0.203021,28.5027,6.77035,5.66291,6.77035,1,1,0,0,0,0
gen=887_member=28650_pso,9.73018e-09,9.73018e-09,28.5,7.84502,5.19327,7.84502,1,1,0,0,0,0
gen=900_member=29919_pso,0.0207887,0.0207887,28.5,7.1806,5.48738,7.1806,1,1,0,0,0,0
gen=895_member=29493_pso,0.0438118,0.0438118,28.5,7.06604,5.53622,7.06604,1,1,0,0,0,0
gen=897_member=29608_pso,0.0519651,0.0519651,28.5,7.03419,5.55027,7.03419,1,1,0,0,0,0
gen=899_member=29864_pso,7.84792e-06,7.84792e-06,28.5,7.54754,5.27452,7.54754,1,1,0,0,0,0
gen=890_member=28901_pso,5.74033e-10,5.74033e-10,28.5,7.9515,5.16704,7.9515,1,1,0,0,0,0
gen=899_member=29823_pso,2.64698e-07,2.64698e-07,28.5,7.72874,5.22234,7.72874,1,1,0,0,0,0
gen=884_member=28384_pso,0.147163,0.147163,28.5016,6.84488,5.63127,6.84488,1,1,0,0,0,0
gen=900_member=29965_pso,0.0308889,0.0308889,28.5003,7.12347,5.51166,7.12347,1,1,0,0,0,0
gen=899_member=29859_pso,0.00014981,0.00014981,28.5,7.38003,5.33133,7.38003,1,1,0,0,0,0
gen=900_member=29915_pso,1.99912e-09,1.99912e-09,28.5,7.90957,5.17738,7.90957,1,1,0,0,0,0
gen=900_member=29960_pso,4.15291e-06,4.15291e-06,28.5015,7.58232,5.2642,7.58232,1,1,0,0,0,0
gen=899_member=29855_pso,1.39512e-07,1.39512e-07,28.5,7.73796,5.22027,7.73796,1,1,0,0,0,0
gen=894_member=29399_pso,2.06338e-10,2.06338e-10,28.5,7.99346,5.15683,7.99346,1,1,0,0,0,0
gen=900_member=29955_pso,1.04942e-09,1.04942e-09,28.5,7.93151,5.17198,7.93151,1,1,0,0,0,0
gen=899_member=29892_pso,0.0221733,0.0221733,28.5,7.17173,5.49109,7.17173,1,1,0,0,0,0
gen=896_member=29545_pso,7.23357e-06,7.23357e-06,28.5026,7.55507,5.27298,7.55507,1,1,0,0,0,0
gen=900_member=29953_pso,3.72588e-09,3.72588e-09,28.5,7.88486,5.18343,7.88486,1,1,0,0,0,0
gen=865_member=26407_pso,0.0525005,0.0525005,28.5,7.03251,5.5509,7.03251,1,1,0,0,0,0
gen=894_member=29307_pso,4.21177e-09,4.21177e-09,28.5,7.8776,5.18519,7.8776,1,1,0,0,0,0
gen=899_member=29818_pso,8.22189e-09,8.22189e-09,28.5004,7.85517,5.19087,7.85517,1,1,0,0,0,0
gen=887_member=28657_pso,0.0430605,0.0430605,28.5,7.06862,5.53515,7.06862,1,1,0,0,0,0
gen=898_member=29789_pso,0.0311421,0.0311421,28.5004,7.12225,5.51227,7.12225,1,1,0,0,0,0
gen=898_member=29732_pso,8.50455e-09,8.50455e-09,28.5003,7.85052,5.19198,7.85052,1,1,0,0,0,0
gen=899_member=29804_pso,1.47554e-07,1.47554e-07,28.5005,7.73127,5.22223,7.73127,1,1,0,0,0,0
gen=893_member=29236_pso,1.77767e-10,1.77767e-10,28.5,7.9949,5.15647,7.9949,1,1,0,0,0,0
gen=919_member=1872_pso,0.279147,0.279147,28.5,6.67686,5.70103,6.67686,1,0,0,0,0,0
gen=1046_member=14548_pso,0.279247,0.279247,28.5,6.67667,5.70104,6.67667,1,0,0,0,0,0
gen=1148_member=24782_pso,0.2429,0.2429,28.5,6.71837,5.68359,6.71837,1,0,0,0,0,0
gen=1151_member=25054_pso,0.292367,0.292367,28.5,6.74602,5.66392,6.74602,1,1,0,0,0,0
gen=1160_member=25952_pso,0.271223,0.271223,28.5,6.68764,5.69663,6.68764,1,0,0,0,0,0
gen=1165_member=26434_pso,0.279802,0.279802,28.5,6.75589,5.65837,6.75589,1,1,0,0,0,0
gen=1170_member=26938_pso,0.000102623,0.000102623,28.7978,7.96778,5.29705,7.96778,1,1,0,0,0,0
gen=1171_member=27066_pso,0.264193,0.264193,28.5,6.77165,5.65227,6.77165,1,1,0,0,0,0
gen=1174_member=27325_pso,0.268327,0.268327,28.5,6.77873,5.64745,6.77873,1,1,0,0,0,0
gen=1178_member=27740_pso,1.35168e-06,1.35168e-06,28.5,7.98916,5.20313,7.98916,1,1,0,0,0,0
gen=1183_member=28247_pso,0.259853,0.259853,28.5,6.69839,5.69204,6.69839,1,0,0,0,0,0
gen=1184_member=28356_pso,7.56207e-07,7.56207e-07,28.5,7.90101,5.22823,7.90101,1,1,0,0,0,0
gen=1184_member=28389_pso,0.00851815,0.00851815,28.5,7.27892,5.44581,7.27892,1,1,0,0,0,0
gen=1185_member=28427_pso,0.156597,0.156597,28.5,6.84681,5.62881,6.84681,1,1,0,0,0,0
gen=1186_member=28505_pso,1.78222e-07,1.78222e-07,28.5,7.89888,5.22976,7.89888,1,1,0,0,0,0
gen=1189_member=28861_pso,0.100067,0.100067,28.5,7.05467,5.53149,7.05467,1,1,0,0,0,0
gen=1190_member=28905_pso,0.00088998,0.00088998,28.5,7.49874,5.35864,7.49874,1,1,0,0,0,0
gen=1191_member=29030_pso,0.17462,0.17462,28.5,6.82417,5.63796,6.82417,1,1,0,0,0,0
gen=1191_member=29053_pso,0.000377855,0.000377855,28.5,7.57345,5.33076,7.57345,1,1,0,0,0,0
gen=1191_member=29056_pso,0.0407595,0.0407595,28.5,7.18564,5.47959,7.18564,1,1,0,0,0,0
gen=1191_member=29057_pso,0.00303775,0.00303775,28.5,7.35177,5.41696,7.35177,1,1,0,0,0,0
gen=1192_member=29124_pso,0.201118,0.201118,28.5,6.87339,5.6076,6.87339,1,1,0,0,0,0
gen=1192_member=29140_pso,0.0289612,0.0289612,28.5,7.18549,5.48228,7.18549,1,1,0,0,0,0
gen=1192_member=29179_pso,0.00293272,0.00293272,28.5,7.43783,5.38095,7.43783,1,1,0,0,0,0
gen=1193_member=29228_pso,0.147535,0.147535,28.5,6.85086,5.62783,6.85086,1,1,0,0,0,0
gen=1194_member=29309_pso,8.6639e-07,8.6639e-07,28.5,7.84804,5.2434,7.84804,1,1,0,0,0,0
gen=1194_member=29318_pso,0.26992,0.26992,28.5,6.68693,5.69676,6.68693,1,0,0,0,0,0
gen=1194_member=29324_pso,0.0114655,0.0114655,28.5,7.27733,5.44525,7.27733,1,1,0,0,0,0
gen=1194_member=29331_pso,0.000617763,0.000617763,28.5,7.46949,5.37088,7.46949,1,1,0,0,0,0
gen=1194_member=29365_pso,0.040229,0.040229,28.5,7.14992,5.49638,7.14992,1,1,0,0,0,0
gen=1194_member=29383_pso,0.000116672,0.000116672,28.5,7.57449,5.33189,7.57449,1,1,0,0,0,0
gen=1194_member=29394_pso,6.3378e-07,6.3378e-07,28.5,7.99026,5.20359,7.99026,1,1,0,0,0,0
gen=1195_member=29416_pso,0.00021268,0.00021268,28.5,7.5384,5.34482,7.5384,1,1,0,0,0,0
gen=1195_member=29441_pso,0.224377,0.224377,28.5,6.74133,5.67401,6.74133,1,1,0,0,0,0
gen=1195_member=29452_pso,0.121555,0.121555,28.5,7.04773,5.53065,7.04773,1,1,0,0,0,0
gen=1195_member=29457_pso,0.22492,0.22492,28.5,6.73974,5.67473,6.73974,1,1,0,0,0,0
gen=1195_member=29463_pso,0.11208,0.11208,28.5,6.90482,5.60527,6.90482,1,1,0,0,0,0
gen=1195_member=29489_pso,0.0559375,0.0559375,28.5,7.08663,5.52373,7.08663,1,1,0,0,0,0
gen=1195_member=29494_pso,0.00482092,0.00482092,28.5,7.43441,5.38101,7.43441,1,1,0,0,0,0
gen=1196_member=29500_pso,0.000106772,0.000106772,28.5,7.62628,5.31269,7.62628,1,1,0,0,0,0
gen=1196_member=29516_pso,0.249307,0.249307,28.5,6.71074,5.68694,6.71074,1,0,0,0,0,0
gen=1196_member=29541_pso,6.69075e-08,6.69075e-08,28.5,7.99296,5.20467,7.99296,1,1,0,0,0,0
gen=1196_member=29567_pso,0.0256763,0.0256763,28.5,7.17739,5.48693,7.17739,1,1,0,0,0,0
gen=1196_member=29597_pso,0.017842,0.017842,28.5,7.32117,5.42387,7.32117,1,1,0,0,0,0
gen=1197_member=29613_pso,0.0784007,0.0784007,28.5,6.96396,5.58026,6.96396,1,1,0,0,0,0
gen=1197_member=29617_pso,0.104665,0.104665,28.5,7.08133,5.517,7.08133,1,1,0,0,0,0
gen=1197_member=29629_pso,0.0140518,0.0140518,28.5,7.24271,5.46005,7.24271,1,1,0,0,0,0
gen=1197_member=29636_pso,3.1858e-07,3.1858e-07,28.5,7.87071,5.23728,7.87071,1,1,0,0,0,0
gen=1197_member=29659_pso,6.01487e-06,6.01487e-06,28.5,7.73509,5.27724,7.73509,1,1,0,0,0,0
gen=1197_member=29661_pso,0.00155677,0.00155677,28.5,7.40335,5.39654,7.40335,1,1,0,0,0,0
gen=1197_member=29672_pso,0.11884,0.11884,28.5,7.04262,5.53379,7.04262,1,1,0,0,0,0
gen=1197_member=29691_pso,0.00571232,0.00571232,28.5,7.36527,5.40941,7.36527,1,1,0,0,0,0
gen=1197_member=29696_pso,1.71812e-06,1.71812e-06,28.5,7.79521,5.25884,7.79521,1,1,0,0,0,0
gen=1198_member=29701_pso,0.0311897,0.0311897,28.5,7.10679,5.51878,7.10679,1,1,0,0,0,0
gen=1198_member=29715_pso,0.132477,0.132477,28.5,6.87302,5.61833,6.87302,1,1,0,0,0,0
gen=1198_member=29719_pso,0.0141573,0.0141573,28.5,7.20568,5.47685,7.20568,1,1,0,0,0,0
gen=1198_member=29724_pso,9.83057e-05,9.83057e-05,28.5,7.64803,5.30505,7.64803,1,1,0,0,0,0
gen=1198_member=29727_pso,0.0332427,0.0332427,28.5,7.09782,5.5227,7.09782,1,1,0,0,0,0
gen=1198_member=29729_pso,0.0010248,0.0010248,28.5,7.53752,5.34326,7.53752,1,1,0,0,0,0
gen=1198_member=29732_pso,0.183537,0.183537,28.5,6.82236,5.63758,6.82236,1,1,0,0,0,0
gen=1198_member=29734_pso,5.68687e-07,5.68687e-07,28.5,7.8474,5.24385,7.8474,1,1,0,0,0,0
gen=1198_member=29742_pso,0.114632,0.114632,28.5,6.90066,5.60689,6.90066,1,1,0,0,0,0
gen=1198_member=29749_pso,0.000284123,0.000284123,28.5,7.62171,5.31332,7.62171,1,1,0,0,0,0
gen=1198_member=29765_pso,0.00721003,0.00721003,28.5,7.38576,5.40013,7.38576,1,1,0,0,0,0
gen=1198_member=29770_pso,0.15759,0.15759,28.5,6.99605,5.5497,6.99605,1,1,0,0,0,0
gen=1198_member=29776_pso,4.07177e-05,4.07177e-05,28.5,7.65461,5.30342,7.65461,1,1,0,0,0,0
gen=1198_member=29779_pso,0.00108385,0.00108385,28.5,7.43009,5.386,7.43009,1,1,0,0,0,0
gen=1198_member=29783_pso,0.000172227,0.000172227,28.5,7.62347,5.31323,7.62347,1,1,0,0,0,0
gen=1198_member=29789_pso,0.00540145,0.00540145,28.5,7.39544,5.39685,7.39544,1,1,0,0,0,0
gen=1198_member=29791_pso,0.0207662,0.0207662,28.5,7.23756,5.46032,7.23756,1,1,0,0,0,0
gen=1199_member=29811_pso,0.0144742,0.0144742,28.5,7.35343,5.41102,7.35343,1,1,0,0,0,0
gen=1199_member=29821_pso,1.31498e-06,1.31498e-06,28.5,7.8087,5.25494,7.8087,1,1,0,0,0,0
gen=1199_member=29829_pso,0.00117198,0.00117198,28.5,7.49235,5.36073,7.49235,1,1,0,0,0,0
gen=1199_member=29833_pso,5.84648e-08,5.84648e-08,28.5,7.94475,5.21765,7.94475,1,1,0,0,0,0
gen=1199_member=29855_pso,0.0286593,0.0286593,28.5,7.12335,5.51192,7.12335,1,1,0,0,0,0
gen=1199_member=29856_pso,0.00710695,0.00710695,28.5,7.40769,5.39086,7.40769,1,1,0,0,0,0
gen=1199_member=29865_pso,0.299865,0.299865,28.5,6.7877,5.63467,6.7877,1,1,0,0,0,0
gen=1199_member=29869_pso,0.0390935,0.0390935,28.5,7.13476,5.50397,7.13476,1,1,0,0,0,0
gen=1199_member=29871_pso,1.45363e-05,1.45363e-05,28.5,7.74287,5.27409,7.74287,1,1,0,0,0,0
gen=1199_member=29877_pso,9.09753e-08,9.09753e-08,28.5,7.94192,5.21826,7.94192,1,1,0,0,0,0
gen=1199_member=29896_pso,0.0891733,0.0891733,28.5,6.96512,5.57801,6.96512,1,1,0,0,0,0
gen=1200_member=29905_pso,0.0536933,0.0536933,28.5,7.12509,5.50566,7.12509,1,1,0,0,0,0
gen=1200_member=29908_pso,0.00076691,0.00076691,28.5,7.5356,5.34456,7.5356,1,1,0,0,0,0
gen=1200_member=29910_pso,0.149782,0.149782,28.5,6.84769,5.62922,6.84769,1,1,0,0,0,0
gen=1200_member=29913_pso,0.0609282,0.0609282,28.5,7.0,5.56535,7.0,1,1,0,0,0,0
gen=1200_member=29919_pso,4.63472e-06,4.63472e-06,28.5,7.74807,5.27317,7.74807,1,1,0,0,0,0
gen=1200_member=29922_pso,0.10798,0.10798,28.5,6.9113,5.60217,6.9113,1,1,0,0,0,0
gen=1200_member=29923_pso,0.0980433,0.0980433,28.5,6.9992,5.55975,6.9992,1,1,0,0,0,0
gen=1200_member=29927_pso,7.30988e-05,7.30988e-05,28.5,7.65962,5.3012,7.65962,1,1,0,0,0,0
gen=1200_member=29942_pso,0.038864,0.038864,28.5,7.20832,5.46966,7.20832,1,1,0,0,0,0
gen=1200_member=29949_pso,0.00190385,0.00190385,28.5,7.49519,5.35855,7.49519,1,1,0,0,0,0
gen=1200_member=29966_pso,1.10273e-05,1.10273e-05,28.5,7.80986,5.25303,7.80986,1,1,0,0,0,0
gen=1200_member=29968_pso,0.00989533,0.00989533,28.5,7.32825,5.42337,7.32825,1,1,0,0,0,0
gen=1200_member=29971_pso,0.24552,0.24552,28.5,6.71522,5.68493,6.71522,1,0,0,0,0,0
gen=1200_member=29976_pso,2.34007e-05,2.34007e-05,28.5,7.67202,5.29765,7.67202,1,1,0,0,0,0
gen=1200_member=29982_pso,0.00017529,0.00017529,28.5,7.57535,5.33101,7.57535,1,1,0,0,0,0
gen=1200_member=29987_pso,0.13361,0.13361,28.5,6.87134,5.61913,6.87134,1,1,0,0,0,0
gen=1200_member=29988_pso,1.90105e-07,1.90105e-07,28.5,7.89555,5.2306,7.89555,1,1,0,0,0,0
gen=1200_member=29991_pso,0.0818277,0.0818277,28.5,6.95746,5.58299,6.95746,1,1,0,0,0,0
gen=1200_member=29996_pso,0.223163,0.223163,28.5,6.81326,5.63654,6.81326,1,1,0,0,0,0
