generation,member,obj_1,obj_2,obj_1_sd,obj_2_sd,obj_1_sd_syn,obj_2_sd_syn,nsga2_front,nsga2_crowding_distance,nn_count,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
50,gen=199_member=4858_pso,-15.4551,-8.31973,0.0326995,0.0287564,0.052945,0.118033,1,0.111111,2,0.398046,0.398046,1,-999
50,gen=186_member=3586_pso,-14.6483,-11.3503,0.0320932,0.022734,0.052945,0.118033,1,0.111111,2,0.438028,0.438028,1,-999
50,gen=188_member=3769_pso,-15.9285,-7.58519,0.0354892,0.147186,0.052945,0.147186,1,0.111111,2,0.411343,0.411343,1,-999
50,gen=189_member=3841_pso,-15.8701,-7.70251,0.0358428,0.091037,0.052945,0.118033,1,0.111111,2,0.417181,0.417181,1,-999
50,gen=195_member=4466_pso,-15.3127,-8.85532,0.0335584,0.0298898,0.052945,0.118033,1,0.111111,2,0.402005,0.402005,1,-999
50,gen=197_member=4654_pso,-15.173,-9.432,0.0317378,0.028033,0.052945,0.118033,1,0.111111,2,0.396782,0.396782,1,-999
50,gen=195_member=4492_pso,-14.4673,-11.571,0.035094,0.0428802,0.052945,0.118033,1,0.111111,2,0.407359,0.407359,1,-999
49,gen=89_member=3878_pso,-15.5468,-8.00566,0.0,0.0,0.052945,0.118033,1,0.444444,1,0.407523,0.407523,1,-999
49,gen=196_member=4585_pso,-14.8171,-10.9061,0.0282861,0.0239165,0.052945,0.118033,1,0.111111,2,0.433126,0.433126,1,-999
49,gen=197_member=4646_pso,-16.5719,-5.25828,0.0459232,0.0398882,0.052945,0.118033,1,0.111111,2,0.399898,0.399898,1,-999
49,gen=197_member=4681_pso,-14.9059,-10.5384,0.0324898,0.0235643,0.052945,0.118033,1,0.111111,2,0.413154,0.413154,1,-999
48,gen=196_member=4540_pso,-15.0792,-9.86387,0.0312392,0.026126,0.052945,0.118033,1,0.111111,2,0.409511,0.409511,1,-999
48,gen=196_member=4500_pso,-16.5691,-5.25135,0.0375689,0.0522378,0.052945,0.118033,1,0.111111,2,0.400773,0.400773,1,-999
48,gen=191_member=4098_pso,-15.0285,-10.0588,0.0303164,0.0224755,0.052945,0.118033,1,0.111111,2,0.399592,0.399592,1,-999
47,gen=73_member=2244_pso,-16.868,-3.9985,0.0,0.0,0.052945,0.118033,1,0.444444,1,0.345563,0.345563,1,-999
47,gen=194_member=4368_pso,-15.0721,-9.81698,0.0328181,0.028198,0.052945,0.118033,1,0.111111,2,0.417019,0.417019,1,-999
47,gen=185_member=3468_pso,-16.878,-3.97169,0.0381035,0.0406337,0.052945,0.118033,1,0.111111,2,0.342331,0.342331,1,-999
46,gen=98_member=4763_pso,-16.9142,-3.75961,0.0,0.0,0.052945,0.118033,1,0.444444,1,0.328846,0.328846,1,-999
46,gen=98_member=4723_pso,-16.5717,-5.0586,0.0,0.0,0.052945,0.118033,1,0.444444,1,0.378305,0.378305,1,-999
46,gen=187_member=3682_pso,-15.1201,-9.6888,0.0334173,0.0281791,0.052945,0.118033,1,0.111111,2,0.417459,0.417459,1,-999
46,gen=190_member=3989_pso,-14.685,-11.2094,0.0308529,0.0293362,0.052945,0.118033,1,0.111111,2,0.429022,0.429022,1,-999
46,gen=190_member=3990_pso,-14.9408,-10.409,0.0304738,0.0307568,0.052945,0.118033,1,0.111111,2,0.406514,0.406514,1,-999
45,gen=185_member=3483_pso,-16.5498,-5.50501,0.0322527,0.0292179,0.052945,0.118033,1,0.111111,2,0.377777,0.377777,1,-999
45,gen=192_member=4154_pso,-14.6434,-11.3556,0.0261342,0.0223137,0.052945,0.118033,1,0.111111,2,0.442164,0.442164,1,-999
45,gen=193_member=4273_pso,-14.7956,-10.9281,0.0324452,0.0247978,0.052945,0.118033,1,0.111111,2,0.434356,0.434356,1,-999
44,gen=179_member=2899_pso,-14.9555,-10.3715,0.0326193,0.0257614,0.052945,0.118033,1,0.111111,2,0.414817,0.414817,1,-999
42,gen=97_member=4648_pso,-16.7112,-4.71831,0.0,0.0,0.052945,0.118033,1,0.111111,2,0.385576,0.385576,1,-999
42,gen=69_member=1862_pso,-16.6821,-4.7983,0.0,0.0,0.052945,0.118033,1,0.111111,2,0.388204,0.388204,1,-999
40,gen=188_member=3777_pso,-15.3949,-8.49915,0.0300237,0.0289,0.052945,0.118033,1,0.111111,2,0.419848,0.419848,1,-999
40,gen=173_member=2299_pso,-15.2326,-9.09745,0.0329566,0.0301698,0.052945,0.118033,1,0.111111,2,0.409057,0.409057,1,-999
40,gen=181_member=3076_pso,-15.1989,-9.31995,0.0344809,0.0273431,0.052945,0.118033,1,0.111111,2,0.408332,0.408332,1,-999
38,gen=181_member=3090_pso,-15.8911,-7.49314,0.0391906,0.285212,0.052945,0.285212,1,0.25,2,0.388603,0.388603,1,-999
38,gen=188_member=3786_pso,-14.6046,-11.3983,0.034021,0.0342723,0.052945,0.118033,1,0.0625,3,0.443935,0.443935,1,-999
37,gen=76_member=2541_pso,-16.8459,-4.03647,0.0,0.0,0.052945,0.118033,1,0.0625,3,0.362839,0.362839,1,-999
37,gen=79_member=2801_pso,-15.3553,-8.69121,0.0,0.0,0.052945,0.118033,1,0.0625,3,0.412081,0.412081,1,-999
37,gen=82_member=3155_pso,-15.1374,-9.58142,0.0,0.0,0.052945,0.118033,1,0.0625,3,0.403445,0.403445,1,-999
35,gen=86_member=3538_pso,-14.5973,-11.4173,0.0,0.0,0.052945,0.118033,1,0.25,2,0.430588,0.430588,1,-999
34,gen=92_member=4190_pso,-15.1359,-9.59702,0.0,0.0,0.052945,0.118033,1,0.0625,3,0.428927,0.428927,1,-999
34,gen=100_member=4940_pso,-15.2324,-9.18086,0.0,0.0,0.052945,0.118033,1,0.0625,3,0.423666,0.423666,1,-999
33,gen=179_member=2889_pso,-16.6733,-4.79024,0.0359045,0.0349538,0.052945,0.118033,1,0.25,2,0.389412,0.389412,1,-999
29,gen=99_member=4876_pso,-15.0006,-10.106,0.0,0.0,0.0534798,0.119226,1,0.0277778,5,0.422112,0.422112,1,-999
