real_name,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1799,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:84_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:69_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:54_idx1:0_idx2:1249,pname:wel_inst:0_ptype:gr_usecol:3_pstyle:d_idx0:39_idx1:0_idx2:1249,ar_rate_1,ar_rate_2
gen=0_member=21,-3.213527174,-4.451099168,-4.083833444,-2.620663335,-4.308903613,-4.191347396,-4.528892323,-2.880925124,1.717909735,5.292075195
gen=0_member=22,-2.510819805,-3.469519023,-1.36725514,-4.72028655,-3.915795436,-4.454321937,-4.024894732,-4.560649046,2.227207918,0.058328096
gen=0_member=23,-3.404458479,-2.796861475,-3.859038985,-3.4482839,-4.534886336,-3.890770743,-4.674194194,-1.947163033,5.880504654,1.27503367
gen=0_member=24,-4.749289564,-4.110475558,-3.568586433,-3.391442236,-3.072934372,-3.904390506,-2.581375531,-3.940055911,0.854403435,6.634010646
gen=0_member=25,-4.67732122,-2.066671514,-4.541186188,-3.843040856,-4.506650304,-2.646762407,-4.140848114,-3.28530563,4.538043871,1.232885963
gen=0_member=26,-4.710893675,-2.456160827,-3.616930026,-3.896506531,-4.083203053,-4.66643526,-3.642840351,-1.892290243,0.174947471,6.841557347
gen=0_member=27,-4.090057422,-4.700863826,-4.565091909,-2.837375295,-3.226621569,-2.602308678,-4.254551772,-3.96222289,3.913609439,3.310863613
gen=0_member=28,-4.701084197,-4.492589415,-4.001302079,-4.413582928,-2.881415058,-1.133796031,-3.73262626,-4.046968415,0.57106659,6.811477563
gen=0_member=29,-4.282725565,-3.925668346,-2.442518305,-2.577037479,-2.853470511,-4.702081926,-3.901799084,-4.031749534,0.421722463,5.55628255
gen=0_member=30,-4.630070157,-3.622152267,-2.160503938,-4.724120413,-3.224135175,-4.214745539,-3.179637457,-2.854799852,0.960326697,6.435727547
gen=0_member=31,-3.721887817,-4.506979728,-4.434205886,-3.855141766,-3.978649846,-1.855851449,-3.847151799,-3.143906555,2.443772773,4.309725435
gen=0_member=32,-4.700107437,-3.254640621,-4.076298211,-4.6958802,-4.171826771,-3.406324786,-3.598126143,-2.533291188,4.838690509,2.377885685
gen=0_member=33,-3.541888001,-4.611624691,-3.235493565,-2.410873895,-3.073992964,-4.130822886,-3.881180365,-4.614592653,4.538405252,1.266250351
gen=0_member=34,-4.667571447,-2.350922853,-2.646797976,-3.956084554,-2.468422588,-4.337020887,-4.404172144,-4.502708862,0.606264822,6.437719908
gen=0_member=35,-4.078180771,-3.672599766,-4.0583405,-4.483937191,-4.514727783,-0.378553979,-4.159429627,-4.014278535,2.004107864,1.442900967
gen=0_member=36,-3.066358217,-4.411443322,-3.049061227,-4.478971198,-3.088869122,-4.344849358,-4.224832975,-3.593002429,5.97889258,0.281782551
gen=0_member=37,-4.54035112,-4.303110118,-3.425945167,-3.923828919,-4.021233395,-3.606026137,-3.517121526,-1.776015508,3.334648228,1.639830018
gen=0_member=38,-3.24589321,-3.738505287,-4.151104356,-4.608577479,-2.850745938,-3.55563306,-3.446979093,-3.128721814,1.058088923,0.454681548
gen=0_member=39,-4.30004688,-4.70509589,-4.476234766,-1.942363474,-4.576309378,-3.858916816,-3.418072197,-1.926333203,2.15360273,5.21083685
gen=0_member=40,-4.740816115,-4.295591074,-3.773086611,-3.868454174,-2.412583083,-4.345987514,-3.709998214,-3.250714698,4.895499018,1.098892337
gen=0_member=41,-3.591958174,-4.600705182,-4.506405519,-2.238838798,-4.55268034,-2.679425285,-3.172266013,-3.475026785,4.22569079,2.566826803
gen=0_member=42,-2.494047745,-2.98651834,-3.938498742,-4.56595549,-1.574127724,-4.323709305,-4.610703921,-4.367174147,1.914638466,5.769883828
gen=0_member=43,-3.543582991,-4.42664352,-4.160143897,-3.569715556,-4.522393341,-4.640129137,-3.539085887,-0.21441947,1.012066668,1.534043184
gen=0_member=44,-4.008758654,-4.746267287,-4.583225832,-4.159554011,-4.272838897,-4.665760969,-0.764834766,-3.976536736,2.031651797,4.401613533
gen=0_member=45,-3.98903627,-4.285348836,-2.775927742,-2.970340499,-4.52768287,-4.10996271,-3.024811901,-3.256170491,6.645405839,1.021189239
gen=0_member=46,-4.10256728,-2.816411294,-4.157658543,-4.709006877,-3.262102667,-4.713761178,-4.706448962,-0.471168945,5.293286912,0.006222627
gen=0_member=47,-3.9062019,-4.19385978,-1.421191587,-3.353446714,-4.586424413,-2.931880683,-4.625728953,-4.432413413,1.302135581,3.616785049
gen=0_member=48,-4.046173734,-4.109193647,-2.323020532,-4.673558154,-3.675026601,-3.614098207,-2.129518306,-3.985394654,6.945036777,0.910990964
gen=0_member=49,-4.298218189,-4.307938706,-2.67174002,-3.762739098,-4.408159369,-2.490222626,-3.206524319,-3.54924719,1.778772305,4.969967179
gen=0_member=50,-3.983673809,-0.392842584,-3.889611633,-4.684679935,-4.441449295,-4.412094511,-4.488652256,-4.249629794,5.389628797,0.055958824
gen=0_member=51,-4.010869227,-3.383121349,-3.597712787,-4.271905303,-4.163174819,-4.539520297,-3.960420139,-2.352437021,0.654465608,4.302860245
gen=0_member=52,-4.046957132,-4.625002099,-4.389174208,-4.051783713,-3.641503396,-4.686228675,-1.989880967,-4.283688443,2.344062408,4.005486101
gen=0_member=53,-2.579682485,-3.365199013,-3.36229982,-1.17275091,-4.71625385,-4.646382553,-4.273656923,-4.388063654,2.422364815,4.935785824
gen=0_member=54,-4.686060602,-2.656581842,-3.257442972,-2.358842572,-3.828308015,-2.86390886,-4.579428816,-4.682331768,3.592675607,1.840798798
gen=0_member=55,-4.743926287,-4.7467764,-3.63109949,-4.691821206,-2.35770342,-1.324742498,-4.732039383,-3.359923862,1.093042018,1.075564308
gen=0_member=56,-4.437591271,-4.121233211,-4.580889906,-1.549023907,-4.35864925,-1.570577996,-4.358506541,-4.596210949,1.983516683,3.3684121
gen=0_member=57,-4.148007502,-0.855450398,-3.955385231,-4.418650535,-4.273474389,-4.508310164,-4.057256036,-4.471670891,5.796281488,1.173058125
gen=0_member=58,-3.263516113,-4.311957716,-3.358377464,-4.174646734,-4.23330722,-2.720299926,-4.342460434,-3.69369188,5.73123182,0.296344518
gen=0_member=59,-4.223130894,-0.569761432,-4.607017119,-4.161835442,-3.300374032,-3.783985769,-4.010129647,-4.598139607,0.314340746,6.34480744
gen=0_member=60,-3.528604447,-3.247743842,-4.531737703,-4.6365075,-3.488892194,-3.835491245,-4.035215911,-4.053240037,3.664654758,3.75030701
gen=0_member=61,-2.690192444,-4.554893663,-4.595879143,-4.331284107,-4.65905497,-3.374321605,-0.9918327,-4.093797197,4.709214673,2.518870112
gen=0_member=62,-4.087146889,-4.410156693,-3.888690638,-1.545779449,-2.538429539,-4.468252928,-4.566669265,-4.465876829,0.797230686,6.849210549
gen=0_member=63,-4.715417414,-4.706765196,-3.121985774,-4.326844284,-4.141292889,-1.006829266,-4.028743784,-3.383733254,4.703102779,1.833371546
gen=0_member=64,-4.464927672,-4.161639741,-4.618038105,-2.614052389,-4.485740644,-4.1622084,-1.008019075,-4.174352408,3.437479979,4.494935799
gen=0_member=65,-3.721698901,-4.289371122,-4.037136588,-4.023508862,-3.783734543,-4.270065796,-4.68503961,-4.651514452,4.430759206,2.904851807
gen=0_member=66,-4.535344809,-1.971305168,-3.865180363,-3.926010602,-4.373997651,-3.194094587,-3.178498597,-4.45417918,3.394866893,4.343363015
gen=0_member=67,-3.860970815,-4.519672693,-2.925251903,-4.697071031,-4.124734935,-4.506775271,-3.173828047,-2.965715982,2.906988582,0.032369495
gen=0_member=68,-4.729010657,-2.705089515,-3.894709207,-4.296060239,-4.447492315,-3.598607559,-2.906499997,-3.298249358,1.479981168,1.649123283
gen=0_member=69,-3.867684398,-4.444389967,-4.331319924,-1.734702645,-4.052944577,-3.977143756,-3.857794136,-4.567565033,2.731096202,3.814999065
gen=0_member=70,-4.242898693,-4.478864742,-0.741794916,-2.264191927,-3.942847995,-4.120545018,-4.443218772,-4.329637938,6.104932034,1.727229085
gen=0_member=71,-1.515448129,-4.593428985,-2.602576325,-4.645438317,-4.643076278,-4.047640015,-2.359190106,-4.406136413,3.748389497,4.015432361
gen=0_member=72,-3.562908521,-3.427339054,-1.724165964,-4.002818318,-4.485386048,-4.277950931,-3.393881049,-3.664537185,3.222393883,2.650221683
gen=0_member=73,-2.709882133,-4.48896454,-2.306700785,-4.279152575,-3.572647468,-4.40684433,-3.250995238,-3.839789269,0.602946701,0.961975597
gen=0_member=74,-4.145303098,-3.798444898,-3.132723324,-2.462333293,-4.523521035,-3.426723614,-4.706492773,-3.56064712,3.560495278,1.518188841
gen=0_member=75,-3.949531373,-3.95084783,-3.666823977,-1.910210604,-2.247335109,-4.05407257,-4.669744378,-4.276505476,5.83333712,1.963551838
gen=0_member=76,-4.401257834,-2.655158314,-4.218508216,-4.634479793,-3.39399792,-4.309209725,-3.685261009,-2.517958932,0.435644639,3.273558868
gen=0_member=77,-2.125096461,-4.397681189,-3.856034245,-4.434690358,-3.371419736,-3.747219299,-4.216821709,-3.335630128,3.980061231,0.626478734
gen=0_member=78,-3.999150162,-3.656422906,-2.4970282,-3.856636301,-3.414105636,-3.788457285,-3.588716157,-4.74719546,5.965442248,1.223372385
gen=0_member=79,-4.469055904,-4.233478172,-2.100952987,-4.159263142,-3.822426806,-4.252704417,-4.365713341,-2.884466903,0.535427999,1.071744338
gen=0_member=80,-4.433734011,-4.71915806,-4.00247232,-2.887623542,-3.61061342,-2.768228497,-4.165115557,-4.454959692,5.186585149,0.863544739
gen=0_member=81,-4.693968006,-1.019792684,-3.965563582,-4.686107816,-4.308712263,-4.176198491,-3.94940071,-1.812062323,0.457516949,1.805419988
gen=0_member=82,-4.43922082,-2.75484455,-3.086694426,-3.082529367,-4.322355984,-4.662152543,-4.3781029,-3.958474307,0.096843443,1.379592955
gen=0_member=83,-4.615200869,-4.439768333,-4.243329982,-2.588978759,-3.207748609,-3.409161561,-4.215203448,-4.091277662,2.990155744,0.315630665
gen=0_member=84,-4.083247312,-2.93331173,-4.004392128,-4.143001176,-4.295012895,-3.987910217,-2.29345586,-4.03565389,4.93872886,0.435738679
gen=0_member=85,-1.531650986,-2.730606388,-4.022289453,-3.845683361,-3.46446826,-3.803116539,-4.468049757,-4.645735591,1.759929681,4.666037806
gen=0_member=86,-2.965582572,-4.298158909,-2.90043212,-1.630225252,-4.708388859,-3.430912809,-4.439825404,-4.468642129,0.078026027,0.904145671
gen=0_member=87,-4.387400785,-4.020045276,-4.496405665,-4.108040471,-2.879616123,-3.75666934,-4.454351812,-0.759456644,1.700660664,1.144623105
gen=0_member=88,-4.533627686,-4.224034022,-3.3324291,-4.367872324,-2.60776413,-2.056113914,-4.197101979,-4.396515542,4.780712379,1.434013054
gen=0_member=89,-4.032184134,-4.572353523,-4.544973329,-0.660774766,-4.464796484,-3.778421685,-4.238058292,-3.717618144,1.29395261,1.661337097
gen=0_member=90,-4.585442993,-4.551277898,-2.459862702,-4.680109293,-4.730808716,-1.958639812,-4.300979082,-2.862412618,1.917849074,1.513164012
gen=0_member=91,-4.640544328,-4.731381921,-4.102676025,-3.961376086,-0.960906847,-3.320129619,-4.072627722,-2.850655025,6.122277614,0.270755189
gen=0_member=92,-3.566028915,-2.606709143,-4.622201297,-2.29542332,-3.178819197,-4.450450999,-3.694482577,-4.0862803,0.663994023,6.561069395
gen=0_member=93,-2.307256005,-4.236324208,-4.131836997,-3.118911794,-3.579246793,-4.738632027,-3.377507202,-3.594232675,4.02933927,3.641471763
gen=0_member=94,-3.838140844,-3.800077957,-3.435309077,-2.864933772,-3.246991526,-4.517998188,-4.663691866,-2.412618453,0.709149182,5.299393107
gen=0_member=95,-4.304109455,-4.315731457,-3.801353598,-3.11470499,-4.169417123,-2.445176354,-4.703606817,-3.957046471,0.899244757,4.926492393
gen=0_member=96,-4.479028918,-4.040705212,-1.93714444,-4.471446631,-3.890364309,-3.912815251,-3.013735037,-3.966585866,4.138969662,1.575995965
gen=0_member=97,-3.63327123,-3.025979064,-3.158393362,-3.562556914,-4.145126267,-2.772198224,-4.576861045,-4.367974882,1.858237499,4.799120836
gen=0_member=98,-4.299473295,-4.339262208,-3.661212431,-2.430568295,-2.942510402,-3.564521196,-4.604437072,-4.550947112,5.293015921,0.392890876
gen=0_member=99,-4.0501634,-2.990386828,-4.392752916,-1.86217984,-4.127330317,-4.136243528,-3.776610114,-3.386990206,0.73962788,5.990506152
